State,Year,mme,quantity,population,Deaths,deaths_percap,mme_percap
NM,2010,870301.0983382667,551149.0,1998640.0,330.0,0.00016511227634791658,0.4354466528931007
NM,2011,938702.7185093393,593663.0,2022945.0,408.0,0.00020168615558010722,0.46402780031554947
NM,2012,918130.1833614104,584973.0,2041256.0,381.0,0.00018664978816963673,0.4497868877599921
NM,2013,,,,311.0,,
NM,2014,,,,413.0,,
NM,2015,,,,377.0,,
NV,2003,,,,306.0,,
NV,2004,,,,335.0,,
NV,2005,,,,415.0,,
NV,2006,1101129.1863787724,687620.0,2511209.0,392.0,0.00015610010954882688,0.4384856801559617
NV,2007,1283295.8054157614,757338.0,2589528.0,450.0,0.0001737768427296403,0.4955713185629819
NV,2008,1437152.5374093996,815715.0,2642046.0,469.0,0.00017751394184658406,0.5439543964826501
NV,2009,1561236.6360343345,866223.0,2532933.0,495.0,0.0001954256192327235,0.6163750229612606
NV,2010,1809383.2446472542,971366.0,2619996.0,525.0,0.0002003819853160081,0.6906053462094043
NV,2011,1963822.4384626183,1074464.0,2666710.0,560.0,0.00020999658755545224,0.7364214475749588
NV,2012,1953059.9133737048,1084456.0,2697469.0,532.0,0.00019722191432042406,0.7240342385301572
NV,2013,,,,549.0,,
NV,2014,,,,475.0,,
NV,2015,,,,558.0,,
NY,2003,,,,780.0,,
NY,2004,,,,687.0,,
NY,2005,,,,773.0,,
NY,2006,3495657.267734248,2257593.0,19104631.0,1403.0,7.343769162565872e-05,0.18297434102413432
NY,2007,4090671.297305346,2634415.0,19132335.0,1457.0,7.615379931409313e-05,0.2138093075050874
NY,2008,4680843.113455792,2943542.0,19212436.0,1359.0,7.073543406989099e-05,0.24363610702233657
NY,2009,5408868.590296465,3257374.0,19423896.0,1235.0,6.35814771660639e-05,0.27846465973131573
NY,2010,6123011.624010133,3631174.0,19229752.0,1214.0,6.313133939532866e-05,0.31841344724623244
NY,2011,6531550.546067804,3968800.0,19302448.0,1592.0,8.247658535331892e-05,0.33837938825519975
NY,2012,6473892.984259276,3850314.0,19398125.0,1762.0,9.083352128105165e-05,0.3337380795442485
NY,2013,,,,1958.0,,
NY,2014,,,,1988.0,,
NY,2015,,,,2413.0,,
OH,2003,,,,517.0,,
OH,2004,,,,796.0,,
OH,2005,,,,887.0,,
OH,2006,3432928.353174247,2122678.0,11481213.0,1115.0,9.71151741545079e-05,0.29900397746947527
OH,2007,3832766.123226989,2343716.0,11500468.0,1209.0,0.00010512615660510511,0.3332704480571564
OH,2008,4210403.130991649,2605328.0,11515391.0,1334.0,0.00011584495915075745,0.36563266770460934
OH,2009,4688544.009622906,2934944.0,11511858.0,869.0,7.54873800562863e-05,0.40727952078829555
OH,2010,4987888.145876054,3264177.0,11512431.0,1437.0,0.0001248215950219376,0.4332610676125706
OH,2011,4945609.132807912,3539472.0,11525536.0,1654.0,0.00014350742559825417,0.4291001418769515
OH,2012,4828386.380177475,3786855.0,11533561.0,1788.0,0.00015502584154191408,0.4186379540696472
OH,2013,,,,1977.0,,
OH,2014,,,,2420.0,,
OH,2015,,,,2957.0,,
OK,2003,,,,190.0,,
OK,2004,,,,247.0,,
OK,2005,,,,222.0,,
OK,2006,1255917.8030027763,764563.0,3594090.0,292.0,8.124448747805424e-05,0.3494397199298783
OK,2007,1484689.6490950857,871741.0,3634349.0,372.0,0.00010235670817524679,0.4085159815678367
OK,2008,1664519.4704313076,962406.0,3668976.0,302.0,8.231179489863112e-05,0.4536741233606618
OK,2009,1825393.4470282043,1117994.0,3610073.0,461.0,0.00012769824876117465,0.5056389294699039
OK,2010,1985036.2184236601,1246315.0,3675339.0,444.0,0.00012080518286884557,0.5400960886665584
OK,2011,2145142.379847529,1371775.0,3714520.0,421.0,0.00011333900477046833,0.5775019059925721
OK,2012,2257922.312976433,1377790.0,3749005.0,485.0,0.00012936765888549095,0.6022724197424204
OK,2013,,,,474.0,,
OK,2014,,,,526.0,,
OK,2015,,,,438.0,,
OR,2003,,,,189.0,,
OR,2004,,,,227.0,,
OR,2005,,,,237.0,,
OR,2006,1208754.3502042613,915071.0,3667776.0,314.0,8.561046258004851e-05,0.3295605702759005
OR,2007,1439484.5966660301,1054405.0,3719285.0,319.0,8.576917337606556e-05,0.3870326142433371
OR,2008,1600724.1879391253,1178390.0,3765658.0,274.0,7.276284782101827e-05,0.4250848558045169
OR,2009,1735406.9515942181,1238399.0,3725628.0,321.0,8.615997088276124e-05,0.46580253090062085
OR,2010,1868128.1474424186,1505677.0,3760106.0,330.0,8.776348326350374e-05,0.49682858606709984
OR,2011,1913911.4409080835,1638494.0,3800083.0,367.0,9.657683792696107e-05,0.5036499047278924
OR,2012,1897211.899925658,1565642.0,3834763.0,319.0,8.318636640647675e-05,0.4947403268274097
OR,2013,,,,305.0,,
OR,2014,,,,360.0,,
OR,2015,,,,353.0,,
PA,2003,,,,1143.0,,
PA,2004,,,,1312.0,,
PA,2005,,,,1318.0,,
PA,2006,3641083.236937596,2088993.0,12510809.0,1354.0,0.00010822641445489257,0.29103499517398085
PA,2007,4181703.76373549,2438798.0,12563937.0,1422.0,0.00011318108328623425,0.33283386917138236
PA,2008,4646041.598337112,2684545.0,12612285.0,1534.0,0.00012162744498716926,0.36837429524761867
PA,2009,5129246.551676034,2930970.0,12516596.0,1593.0,0.00012727102480578585,0.4097956466499385
PA,2010,5595971.629112802,3207919.0,12612705.0,1637.0,0.00012978976357569608,0.4436773578001549
PA,2011,6102350.804688905,3651918.0,12660739.0,2005.0,0.00015836358367390718,0.4819900958932101
PA,2012,6265638.600897279,3761554.0,12699589.0,2055.0,0.00016181626035299254,0.49337333679832307
PA,2013,,,,2104.0,,
PA,2014,,,,2447.0,,
PA,2015,,,,3020.0,,
RI,2003,,,,103.0,,
RI,2004,,,,91.0,,
RI,2005,,,,110.0,,
RI,2006,318132.6973532023,164878.0,1063096.0,137.0,0.0001288688886046039,0.2992511469831533
RI,2007,362078.8304618051,186991.0,1057315.0,107.0,0.000101199737069842,0.3424512377690708
RI,2008,372423.9303240321,199017.0,1055003.0,151.0,0.0001431275550875211,0.3530074609494306
RI,2009,392410.28907264804,213589.0,1057381.0,143.0,0.00013523980476290003,0.37111532084711946
RI,2010,407480.77978884435,232986.0,1056389.0,147.0,0.00013915328539013564,0.3857298587819869
RI,2011,436502.0761822314,260878.0,1053959.0,155.0,0.0001470645442564654,0.41415470258542453
RI,2012,450914.7455030839,269181.0,1052471.0,169.0,0.00016057449563930978,0.4284343658904463
RI,2013,,,,220.0,,
RI,2014,,,,226.0,,
RI,2015,,,,281.0,,
SC,2003,,,,175.0,,
SC,2004,,,,225.0,,
SC,2005,,,,307.0,,
SC,2006,1257538.2204171957,1005247.0,4357847.0,372.0,8.536325391873555e-05,0.28856869468276325
SC,2007,1435259.6853243622,1172024.0,4444110.0,353.0,7.943097718103287e-05,0.322957731767297
SC,2008,1609997.242293205,1356423.0,4528996.0,418.0,9.229418617282948e-05,0.3554865675070601
SC,2009,2057857.8502998957,1930722.0,4416867.0,411.0,9.305238305794583e-05,0.4659089463866346
SC,2010,2301606.7377964803,2205097.0,4511428.0,499.0,0.00011060799374388775,0.5101725524149959
SC,2011,2502753.838621568,2523078.0,4575864.0,443.0,9.681231784860739e-05,0.5469467271364639
SC,2012,2698552.0321753602,2670215.0,4630351.0,406.0,8.768233768887067e-05,0.5827964299413501
SC,2013,,,,492.0,,
SC,2014,,,,549.0,,
SC,2015,,,,577.0,,
SD,2006,101830.01779097712,66606.0,718057.0,,,0.1418132791560797
SD,2007,120567.1273695153,80216.0,726718.0,,,0.16590634519788322
SD,2008,126153.34351429086,90746.0,738904.0,,,0.17073035673685738
SD,2009,140398.08328106653,107026.0,734312.0,14.0,1.9065465360773077e-05,0.19119677096529342
SD,2010,147481.18520936632,121763.0,738488.0,11.0,1.48952995850982e-05,0.19970694880535136
SD,2011,158444.9119676291,160741.0,751655.0,,,0.21079472892168494
SD,2012,162614.58404576546,142158.0,759605.0,,,0.21407782208617038
SD,2013,,,,13.0,,
SD,2014,,,,14.0,,
SD,2015,,,,18.0,,
TN,2003,,,,275.0,,
TN,2004,,,,356.0,,
TN,2005,,,,443.0,,
TN,2006,2533153.477105314,1431507.0,6083360.0,510.0,8.38352489413745e-05,0.4164069654114361
TN,2007,2928159.563607642,1648348.0,6170247.0,590.0,9.56201591281516e-05,0.47456115834708756
TN,2008,3285225.087756888,1891227.0,6241870.0,495.0,7.930315754733757e-05,0.5263206519451523
TN,2009,3764661.901876905,2159960.0,6153530.0,504.0,8.19042078286772e-05,0.6117889897143436
TN,2010,4340508.7760708425,2545459.0,6234968.0,669.0,0.00010729806472142279,0.6961557422701836
TN,2011,4757210.420055972,2814902.0,6297991.0,691.0,0.00010971752738293846,0.7553536389708992
TN,2012,4889433.466732948,2708375.0,6353226.0,709.0,0.00011159684859313992,0.7695985420214783
TN,2013,,,,709.0,,
TN,2014,,,,904.0,,
TN,2015,,,,1079.0,,
TX,2003,,,,1212.0,,
TX,2004,,,,1250.0,,
TX,2005,,,,1391.0,,
TX,2006,3995719.1998735587,2803259.0,23305286.0,1652.0,7.088520604295524e-05,0.17145119780437618
TX,2007,4786967.7754343245,3250099.0,23772586.0,1602.0,6.73885457812625e-05,0.2013650418778304
TX,2008,4738954.64295083,3326741.0,24229879.0,1486.0,6.132923734369454e-05,0.1955830915602521
TX,2009,5123285.441974042,3647843.0,23744940.0,1830.0,7.706905134314931e-05,0.21576325069568683
TX,2010,5456799.936154094,3913587.0,24240629.0,1851.0,7.635940470026582e-05,0.22510966758140202
TX,2011,5812024.609825178,4439776.0,24703371.0,1973.0,7.986764235536923e-05,0.23527253061232728
TX,2012,5753507.421667825,4223939.0,25154199.0,1858.0,7.386440729040905e-05,0.2287295024448135
TX,2013,,,,1843.0,,
TX,2014,,,,1997.0,,
TX,2015,,,,2068.0,,
UT,2003,,,,273.0,,
UT,2004,,,,256.0,,
UT,2005,,,,331.0,,
UT,2006,928320.9190533246,550497.0,2523094.0,330.0,0.00013079179768966197,0.36792958132091974
UT,2007,1049047.052482598,589933.0,2595353.0,380.0,0.0001464155357671962,0.40420206903746736
UT,2008,1082797.276557726,622672.0,2660525.0,354.0,0.00013305644562633314,0.4069863190752675
UT,2009,1141554.5214829503,690244.0,2649521.0,374.0,0.00014115759037199553,0.4308531698684216
UT,2010,1203765.1321180942,747477.0,2654736.0,320.0,0.00012053929279596917,0.4534406178686296
UT,2011,1219207.2724814762,809190.0,2712831.0,405.0,0.00014929053818686088,0.44942249350640573
UT,2012,1292618.419339509,804590.0,2763637.0,468.0,0.00016934206626991895,0.4677236624562158
UT,2013,,,,471.0,,
UT,2014,,,,483.0,,
UT,2015,,,,511.0,,
VA,2003,,,,211.0,,
VA,2004,,,,216.0,,
VA,2005,,,,257.0,,
VA,2006,1517061.8480849708,1114853.0,7598063.0,261.0,3.4350860212662096e-05,0.19966428918593737
VA,2007,1708859.3208944018,1226800.0,7674509.0,288.0,3.752683070669407e-05,0.2226669251276403
VA,2008,1838747.8637824669,1300170.0,7756572.0,284.0,3.661411252290316e-05,0.23705676473865864
VA,2009,2134914.860865215,1473055.0,7648209.0,306.0,4.000936689883867e-05,0.2791391894318284
VA,2010,2365905.0708268173,1628678.0,7764396.0,194.0,2.498584564723386e-05,0.30471205626642656
VA,2011,2603456.53956415,1851958.0,7847831.0,393.0,5.007753097639335e-05,0.3317421768593322
VA,2012,2722898.0146976477,2029119.0,7928555.0,311.0,3.9225306502887345e-05,0.34342929004057454
VA,2013,,,,441.0,,
VA,2014,,,,497.0,,
VA,2015,,,,590.0,,
VT,2006,143934.3448822151,95206.0,622892.0,15.0,2.4081221142669998e-05,0.2310743192755969
VT,2007,164117.49459105288,109777.0,623481.0,12.0,1.9246777367714492e-05,0.2632277400450902
VT,2008,176581.56176235303,120389.0,624151.0,,,0.28291481029807375
VT,2009,198143.85188426595,132580.0,620414.0,,,0.31937359873288795
VT,2010,198020.2567770406,133285.0,624258.0,,,0.31720900136969105
VT,2011,194729.66689038998,133258.0,624958.0,25.0,4.000268818064574e-05,0.3115884057654914
VT,2012,190757.57485129035,132414.0,625498.0,14.0,2.2382165890218673e-05,0.30496912036695617
VT,2013,,,,24.0,,
VT,2014,,,,13.0,,
VT,2015,,,,56.0,,
WA,2003,,,,553.0,,
WA,2004,,,,662.0,,
WA,2005,,,,690.0,,
WA,2006,1999963.979941314,1432687.0,6370753.0,730.0,0.00011458614075918498,0.31392897824500715
WA,2007,2233454.907985017,1581673.0,6461587.0,814.0,0.00012597524416215397,0.34565113926114704
WA,2008,2472972.3358429894,1722359.0,6562231.0,843.0,0.00012846240859244363,0.37684932698086815
WA,2009,2484831.6808807035,1786044.0,6465755.0,790.0,0.00012218217362086872,0.38430650107848247
WA,2010,2537822.708966019,1974704.0,6561297.0,736.0,0.00011217294385546028,0.386786744902116
WA,2011,2514218.4004007545,2050022.0,6652845.0,840.0,0.00012626177221925356,0.3779162749772097
WA,2012,2454681.480552777,2043427.0,6738714.0,833.0,0.00012361409016616522,0.364265567666587
WA,2013,,,,811.0,,
WA,2014,,,,829.0,,
WA,2015,,,,927.0,,
WI,2003,,,,194.0,,
WI,2004,,,,253.0,,
WI,2005,,,,275.0,,
WI,2006,1342642.4106594748,791939.0,5568549.0,349.0,6.267341815614804e-05,0.24111171701272177
WI,2007,1488983.582258382,882828.0,5601800.0,369.0,6.58716841015388e-05,0.26580448824634617
WI,2008,1622449.7956129818,992113.0,5632218.0,338.0,6.001188164236541e-05,0.2880658730917343
WI,2009,1757009.8363781986,1115366.0,5590162.0,354.0,6.332553510971596e-05,0.3143039211347003
WI,2010,1956487.4247627826,1283066.0,5629109.0,384.0,6.821683502664454e-05,0.3475660934550712
WI,2011,2100498.7082161247,1431411.0,5656113.0,451.0,7.973673793292319e-05,0.3713678825398511
WI,2012,2177982.5877374085,1499736.0,5678459.0,457.0,8.047958081585163e-05,0.38355169734207967
WI,2013,,,,566.0,,
WI,2014,,,,582.0,,
WI,2015,,,,644.0,,
WV,2003,,,,109.0,,
WV,2004,,,,115.0,,
WV,2005,,,,51.0,,
WV,2006,754237.1061455514,535523.0,1827912.0,143.0,7.823133717596909e-05,0.41262221931118753
WV,2007,874036.876720722,629205.0,1834052.0,240.0,0.0001308577946535867,0.4765605755565938
WV,2008,1015253.3343473497,705759.0,1840310.0,248.0,0.00013475990458129336,0.5516751712197129
WV,2009,1123198.1996173118,758586.0,1811403.0,43.0,2.3738505456819936e-05,0.6200708509466485
WV,2010,1144279.0261349254,776494.0,1840802.0,316.0,0.00017166430718784529,0.6216198299083364
WV,2011,1201668.5908300476,813966.0,1846372.0,460.0,0.0002491372269510153,0.6508269139859398
WV,2012,1274924.73814226,843695.0,1850481.0,353.0,0.000190761212895458,0.688969375066407
WV,2013,,,,409.0,,
WV,2014,,,,446.0,,
WV,2015,,,,544.0,,
WY,2006,120926.4230475772,82162.0,522667.0,,,0.23136418225672792
WY,2007,132401.97056836533,92228.0,534876.0,11.0,2.0565514250031783e-05,0.2475376920414551
WY,2008,138881.10331541553,98101.0,546043.0,,,0.2543409645676541
WY,2009,149197.98094879065,107706.0,523949.0,26.0,4.9623150344785465e-05,0.284756686144626
WY,2010,162836.8415701916,124097.0,545579.0,21.0,3.849121758718719e-05,0.2984661095280273
WY,2011,173397.8576689917,133667.0,554697.0,,,0.3125992346614308
WY,2012,200570.64436789148,142464.0,562803.0,27.0,4.797415792026695e-05,0.3563780654472195
WY,2013,,,,29.0,,
WY,2014,,,,41.0,,
WY,2015,,,,36.0,,
